SELLERSKU,ASIN,FNSKU,站点,账号,首单时间,仓库SKU,产品ID,一级大类,二级类目,三级类目,最新采购价
DL-N9JV-CVOT,B0G3PJFL5N,X004XC0IFT,CA,amazon丰平站_CA,2026/1/20,DKPESS0009,DKPESSR04VB1-K2UL-PKAZ,动力工具,切割工具,电动剪刀,49.78
DM-EGZX-YD9Q,B0DSBPNY52,X004Y9IM59,US,amazon本土站_US,2026/1/11,DKPROSA20VA1-K2UL-GYAZ,DKPROSA20VA1-K2UL-GYAZ,动力工具,砂光工具,圆砂,176.1
dnekhew01,B0DD7GDQ16,,CA,amazon老站_CA_CA,2025/7/8,DKPGHTB20VA2-K1UL-GBAZ,DKPGHTB20VA2-K1UL-GBAZ,动力工具,花园工具,绿篱机(修枝机),147.3
DQ-9Y4L-PMO4,B0DMDYJF91,X004GKK4V1,US,amazonGulin_US,2025/6/2,DKH01ST01-50,DKH01ST01-50,附件,磨砂类附件,砂纸,9.9
dsadmw02,B0DT6HZBKM,X004JDPHZN,CA,amazon老站_CA_CA,2025/6/2,DKPDDSA20VA1-K1UL-GYAZ,DKPDDSA20VA1-K1UL-GYAZ,动力工具,砂光工具,鼠砂,124.3
DSMMXK151BMC-M1GS-GGAZ-UK,B0GGGPR8PH,X002HNVLUT,UK,amazon亚马逊欧洲_UK,2026/3/29,DSMMXK0001,DSMMXK151BMC-M1GS-GGAZ,多品组套,多类混合套装,多类混合套装,143.68
DSPDND0006,B0GJZRVPJ8,X004ZOOMHP,US,DESOON亚马逊美国_US,2026/3/31,DSPDND0006,DSPDNDB12VA1-K2UL-RDAZ,动力工具,钻孔工具,常规电钻,74.07
DSSP750C1-US,B0B5WX8MZ9,X003B17XEH,CA,amazon老站_CA_CA,2025/7/8,DSSP750C1-US,DSSP750C1-US,机械设备,水泵,排水泵,254.6
DSSP900C1-US,B0B5WVRM6C,X003B17YD7,CA,amazon老站_CA_CA,2025/6/1,DSSP900C1-US,DSSP900C1-US,机械设备,水泵,排水泵,266
DT-XAYW-HYLO,B0FSZP72PV,X004XV3A1J,CA,amazon丰平站_CA,2026/3/19,DKCD20XL02P-AZ02-UL,DKCD20XL02P-AZ02-UL,动力工具,钻孔工具,常规电钻,126
E2-PMQ3-2X3D,B09JLF4B4B,,CA,amazon杰哥站_CA,2025/6/2,CSP-400BLUE-US,CSP-400BLUE-US,机械设备,水泵,污水泵,111.7
E7-SGLF-9PP5,B0FH6GS26N,X004Y3E94N,US,amazon贺敏_US,2026/2/16,DKPFIW0006,DKPFIWC20VB1-K3UL-GBAZ,动力工具,紧固工具,冲击扳手,667.68
E8-YFOC-HGYQ,B0DWXKBSR9,X0019PCVGB,JP,日本新站_JP,2026/3/13,DKA02ST01-15,DKA02ST01-15,手工具,扳手类手工具,扳手/组套,57.86
EA-FDKB-K6F3,B0C4H1YBW9,X004130AC1,CA,amazon徐剑飞_CA,2025/6/1,MZ801T,MZ801T,手工具,劳保类手工具,焊帽,68.96
EH-FPLO-3ILK,B0CSCKTNTT,X0016AYOPP,JP,日本新站_JP,2025/9/14,DKMT42-GP,DKMT42-GP,多品组套,手工具组套,常规手工具组合,47.04
EI-56OX-69PB,B0GKFQ4CSD,X001CLV8G1,JP,日本新站_JP,2026/3/12,DKPESS0009,DKPESSR04VB1-K2UL-PKAZ,动力工具,切割工具,电动剪刀,49.78
EM-K9NV-NZWN,B0D1VBQ3K5,X0047E7WG1,US,amazon贺敏_US,2025/6/1,DKMT133-GP,DKMT133-GP,多品组套,多类混合套装,多类混合套装,156.76
EN-U07R-33EH,B0FB3JQWXD,X004PACRW1,CA,amazon老站_CA_CA,2025/11/24,DKMT126-VT,DKMT126-VT,多品组套,手工具组套,常规手工具组合,128.85
EZ-KU40-PRY8,B0FLDJXLZH,X004SJ40I3,CA,amazon老站_CA_CA,2025/10/27,DKMSMK0002,DKMSMK170M1-K1GL-RDAZ,多品组套,附件套装,砂纸套装,36.2
EZ-PYVZ-OJUV,B0FBG1DG7D,X004Y37DR3,US,amazon贺敏_US,2026/1/15,DKPCVCA22VA1-K1UL-GYAZ,DKPCVCA22VA1-K1UL-GYAZ,动力工具,清洁工具,吸尘器,157.3
F5-42DN-1S2B,B0GCBYQGLY,X004YFTQSZ,US,amazon本土站_US,2026/2/13,DKMHTK0004,DKMHTK006SET-S1GL-YBAZ,多品组套,手工具组套,常规手工具组合,59.5
F9-BF9Y-VS3X,B09TVM71G8,X003729CMV,US,amazon新站_US,2025/7/2,DKMT226-GP,DKMT226-GP,多品组套,手工具组套,常规手工具组合,214.6
fanswe26,B0D5CR4L2L,X0049A26UP,CA,amazon老站_CA_CA,2025/6/12,DKA02ST31-26,DKA02ST31-26,手工具,扳手类手工具,棘轮扳手,313.15
FBA-1/3HP,B09BC1HBHG,X000YRWU89,JP,日本新站_JP,2025/6/1,DKCSP03-US,DKCSP03-US,机械设备,水泵,清水泵,143
FBA-100TS,B089LTRGZV,,US,amazonGulin_US,2025/6/1,DKMT100,DKMT100,多品组套,手工具组套,常规手工具组合,90.01
fba-126,B0B3WTS82D,X003BWFFPP,CA,amazon杰哥站_CA,2025/11/21,DKMT126,DKMT126,多品组套,多类混合套装,多类混合套装,128.85
FBA-126TZ,B0BLY1JCC1,X0012EIIE3,JP,日本新站_JP,2025/6/1,DKMT126,DKMT126,多品组套,多类混合套装,多类混合套装,128.85
FBA-12HHDZ,B0B9FPTTNF,X0011L571J,JP,日本新站_JP,2025/6/21,DKCD12XL01B-H10S3-UL,DKCD12XL01B-H10S3-UL,动力工具,钻孔工具,常规电钻,117
FBA-13HP,B09ZV2364K,X003BJ3G5J,CA,amazon杰哥站_CA,2025/6/24,DKCSP03BL-US,DKCSP03BL-US,机械设备,水泵,清水泵,140
fba-13sp,B08CXJ13NV,X0039AVENL,CA,amazon老站_CA_CA,2025/6/2,DKCSP03-US,DKCSP03-US,机械设备,水泵,清水泵,143
FBA-14HP,B09ZV2GB71,,CA,amazon杰哥站_CA,2025/6/25,DKCSP04BL-US,DKCSP04BL-US,机械设备,水泵,清水泵,132
FBA-160BL,B09876DMS3,X0034F090Z,CA,amazon贺敏_CA,2025/6/24,DKUS02-MMA-160A,DKUS02-MMA-160A,机械设备,焊机,手工焊机,398
FBA-168,B0723914V1,X002ZJOFLF,CA,amazon贺敏_CA,2025/6/1,DKMT228,DKMT228,多品组套,手工具组套,常规手工具组合,195.15
fba-1hp,B0B5WVRM6C,B0B5WVRM6C,CA,amazon杰哥站_CA,2025/6/4,CSP750D-US,CSP750D-US,机械设备,水泵,排水泵,266
FBA-208,B07V5T8YN7,X0033S9YB3,CA,amazon贺敏_CA,2025/6/2,DKMT208,DKMT208,多品组套,手工具组套,常规手工具组合,162.29
fba-20vca,B09Y83R1WP,X003P6RNM5,CA,amazon丰平站_CA,2025/10/11,DKCD20XL02G-AZ01,DKCD20XL02G-AZ01,动力工具,钻孔工具,常规电钻,92.25
FBA-218TT,B08NX4RCLP,X003FV71KJ,CA,amazon丰平站_CA,2025/6/1,DKMT218,DKMT218,多品组套,手工具组套,常规手工具组合,246.96
FBA-224,B06XFSCDX9,X0034FYTPV,CA,amazon贺敏_CA,2025/6/1,MZ224,MZ224,手工具,劳保类手工具,焊帽,76.23
FBA-225,B06XPJJWRD,X0031J2BT1,CA,amazon贺敏_CA,2025/6/1,MZ225,MZ225,手工具,劳保类手工具,焊帽,76.23
FBA-226T,B09VX22SS4,,CA,amazon贺敏_CA,2025/6/13,DKMT226-GP,DKMT226-GP,多品组套,手工具组套,常规手工具组合,214.6
FBA-236,B074FSXY2K,X0034GH6CX,CA,amazon贺敏_CA,2025/6/2,MZ236,MZ236,手工具,劳保类手工具,焊帽,68
FBA-239,B074FR8F9X,X00317CPEJ,CA,amazon贺敏_CA,2025/6/1,MZ239,MZ239,手工具,劳保类手工具,焊帽,46
FBA-23TT,B08H86N5SV,,US,amazon贺敏_US,2025/6/17,DKSE23,DKSE23,手工具,扳手类手工具,棘轮扳手,117.49
fba25phose,B0CD7FFWNG,X003Z3T02J,CA,amazon老站_CA_CA,2025/6/1,DKHS01K,DKHS01K,附件,其他类附件,水管套件,35
FBA-34SP,B0B5WX8MZ9,B0B5WX8MZ9,CA,amazon杰哥站_CA,2025/6/1,DSSP750C1-US,DSSP750C1-US,机械设备,水泵,排水泵,254.6
fba400w,B08CXWPJB5,X0039AVMQZ,CA,amazon老站_CA_CA,2025/6/1,CSP400D-US,CSP400D-US,机械设备,水泵,污水泵,115.3
FBA-65,B07MFS513F,X0033S9XG9,CA,amazon贺敏_CA,2025/6/6,DKMT65-AZ,DKMT65-AZ,多品组套,手工具组套,常规手工具组合,75.57
FBA-65TZ,B07MFS513F,,CA,amazon新站_CA,2025/12/29,DKMT65-AZ,DKMT65-AZ,多品组套,手工具组套,常规手工具组合,75.57
FBA-71TZ,B08BF9MJ82,B08BF9MJ82,CA,amazon贺敏_CA,2025/6/1,DKMT110-GP,DKMT110-GP,多品组套,手工具组套,常规手工具组合,83.33
fba-750,B08BYJDFWD,X00396CBUZ,CA,amazon老站_CA_CA,2025/6/1,CSP750D-US,CSP750D-US,机械设备,水泵,污水泵,146.62
FBA-750PP,B09BC3RGDD,X000YRWTUN,JP,日本新站_JP,2025/6/1,CSP750D-US,CSP750D-US,机械设备,水泵,污水泵,146.62
fba-8v,B09WCR7V1V,X0037RAQJT,US,amazon新站_US,2025/6/1,DKCD08XL02B-S2,DKCD08XL02B-S2,动力工具,钻孔工具,常规电钻,64.74
FBA-8VBL,B09WCR7V1V,,CA,amazon丰平站_CA,2025/6/1,DKCD08XL02B-S2,DKCD08XL02B-S2,动力工具,钻孔工具,常规电钻,64.74
fba-8vbldr,B09WCR7V1V,X003HJ3ZI1,CA,amazon杰哥站_CA,2025/6/9,DKCD08XL02B-S2,DKCD08XL02B-S2,动力工具,钻孔工具,常规电钻,64.74
fba-8vdr,B09WCR7V1V,,CA,amazon老站_CA_CA,2025/7/7,DKCD08XL02B-S2,DKCD08XL02B-S2,动力工具,钻孔工具,常规电钻,64.74
fba-8vpdr,B09Y8BWFZB,X0039YBY3R,CA,amazon老站_CA_CA,2025/6/16,DKCD08XL02P-S2,DKCD08XL02P-S2,动力工具,钻孔工具,常规电钻,64.74
fba-8vpkdr,B09Y8BWFZB,,CA,amazon杰哥站_CA,2025/10/12,DKCD08XL02P-S2,DKCD08XL02P-S2,动力工具,钻孔工具,常规电钻,64.74
FBA-98TT,B07X1PW8PJ,B07X1PW8PJ,CA,amazon丰平站_CA,2025/6/1,DKMT98-GP,DKMT98-GP,多品组套,多类混合套装,多类混合套装,114.77
FBA-AQ-196-NEW,B085SZV6KZ,B085SZV6KZ,JP,日本新站_JP,2025/6/7,DKMT196,DKMT196,多品组套,手工具组套,常规手工具组合,110.92
fba-ca10hp,B0CB64B8CF,X003YK6SHX,CA,amazon老站_CA_CA,2025/6/1,DKGP250R01-US,DKGP250R01-US,机械设备,水泵,花园泵,146
FBA-CA126,B0B3WTS82D,X003OXR2KH,CA,amazon丰平站_CA,2025/6/1,DKMT126,DKMT126,多品组套,多类混合套装,多类混合套装,128.85
FBA-CA148,B0BV1YX6LK,X003PWLTLP,CA,amazon丰平站_CA,2025/6/1,DKMT148,DKMT148,多品组套,手工具组套,常规手工具组合,83.3
FBA-CA224T,B0C4H1JGN8,X003TMQZ5B,CA,amazon贺敏_CA,2025/6/15,MZ224T,MZ224T,手工具,劳保类手工具,焊帽,68
FBA-CA228,B0723914V1,X003PWTV65,CA,amazon丰平站_CA,2025/10/25,DKMT228,DKMT228,多品组套,手工具组套,常规手工具组合,195.15
FBA-CA239T,B0C4GYBWBN,X003TMIFOZ,CA,amazon贺敏_CA,2025/6/2,MZ223T,MZ223T,手工具,劳保类手工具,焊帽,61
FBA-CA350T,B0C4GZ26ZT,X003TM79UL,CA,amazon贺敏_CA,2025/6/30,MZ350T,MZ350T,手工具,劳保类手工具,焊帽,44
FBA-CA50,B0BGKZR77L,X003OY3MYV,CA,amazon丰平站_CA,2025/6/2,DKMT50,DKMT50,多品组套,手工具组套,常规手工具组合,46.55
FBA-CATZ128,B0719PGJ2B,B0719PGJ2B,CA,amazon贺敏_CA,2025/6/3,DKMT128,DKMT128,多品组套,手工具组套,常规手工具组合,136.63
FBA-CATZ158,B08BF96633,B08BF96633,CA,amazon贺敏_CA,2025/6/2,DKMT158,DKMT158,多品组套,手工具组套,常规手工具组合,157.23
FBA-CATZ168,B0723914V1,B0723914V1,US,amazon贺敏_US,2026/1/28,DKMT168,DKMT168,多品组套,手工具组套,常规手工具组合,196.73
FBA-CATZ192,B07QMD1TQ8,B07QMD1TQ8,CA,amazon贺敏_CA,2025/6/1,DKMT192,DKMT192,多品组套,手工具组套,常规手工具组合,224.48
FBA-CATZ196,B07JBYGQG3,B07JBYGQG3,CA,amazon贺敏_CA,2025/6/4,DKMT196,DKMT196,多品组套,手工具组套,常规手工具组合,110.92
FBA-DK100,B086JSTWJQ,X000UB6Q4D,JP,日本新站_JP,2025/6/2,DKMT100,DKMT100,多品组套,手工具组套,常规手工具组合,90.01
FBA-DK128,B07P38GXKS,,JP,日本新站_JP,2025/6/5,DKMT128,DKMT128,多品组套,手工具组套,常规手工具组合,136.63
FBA-DK168,B07P4DGB2M,X000QTOUHJ,JP,日本新站_JP,2025/6/1,DKMT228,DKMT228,多品组套,手工具组套,常规手工具组合,195.15
